job_name,order_id,folder,status,held,deleted,cyclic,startTime,endTime,orderDate,description,application,estimatedStartTime,estimatedEndTime
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4d9tm,EBIETLPCORE,Ended OK,0,0,0,6/24/2022 2:48,6/24/2022 2:50,220624,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,45qu1,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220616,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,48k2r,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220619,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4ag45,EBIETLPCORE,Ended OK,0,0,0,6/21/2022 2:38,6/21/2022 2:48,220621,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,49hw8,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220620,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4i4wj,EBIETLPCORE,Ended OK,0,0,0,6/29/2022 2:35,6/29/2022 2:45,220629,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,4ppgw,EBIETLPCORE,Ended OK,0,0,0,7/7/2022 4:38,7/7/2022 4:41,220707,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4qqjv,EBIETLPCORE,Ended OK,0,0,0,7/8/2022 2:30,7/8/2022 2:39,220708,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4mvvz,EBIETLPCORE,Ended OK,0,0,0,7/4/2022 6:55,7/4/2022 7:03,220704,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4k1y2,EBIETLPCORE,Ended OK,0,0,0,7/1/2022 3:01,7/1/2022 3:15,220701,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4nu3m,EBIETLPCORE,Ended OK,0,0,0,7/5/2022 2:38,7/5/2022 2:48,220705,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,4bey0,EBIETLPCORE,Ended OK,0,0,0,6/22/2022 4:01,6/22/2022 4:08,220622,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4snby,EBIETLPCORE,Ended OK,0,0,0,7/10/2022 3:26,7/10/2022 3:29,220710,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,4osh8,EBIETLPCORE,Ended OK,0,0,0,7/6/2022 4:33,7/6/2022 4:40,220706,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,4j3a1,EBIETLPCORE,Ended OK,0,0,0,6/30/2022 19:11,6/30/2022 19:13,220630,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,4h6jx,EBIETLPCORE,Ended OK,0,0,0,6/28/2022 6:47,6/28/2022 6:49,220628,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,4ccwl,EBIETLPCORE,Ended OK,0,0,0,6/23/2022 3:09,6/23/2022 3:14,220623,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,4kzfs,EBIETLPCORE,Ended OK,0,0,0,7/2/2022 3:27,7/2/2022 3:29,220702,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4g3v0,EBIETLPCORE,Ended OK,0,0,0,6/27/2022 2:29,6/27/2022 2:37,220627,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4e856,EBIETLPCORE,Ended OK,0,0,0,6/25/2022 2:57,6/25/2022 2:58,220625,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,46ojh,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220617,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4lwwc,EBIETLPCORE,Ended OK,0,0,0,7/3/2022 6:46,7/3/2022 6:47,220703,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_PKG_EMEA_TD1,4f5ut,EBIETLPCORE,Ended OK,0,0,0,6/26/2022 19:08,6/26/2022 19:10,220626,GBL ODF PKG table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,47mkp,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220618,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4rsfx,EBIETLPCORE,Ended OK,0,0,0,7/9/2022 3:55,7/9/2022 3:56,220709,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4d9ty,EBIETLPCORE,Ended OK,0,0,0,6/24/2022 2:28,6/24/2022 2:38,220624,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,45qlj,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220616,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,48k2f,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220619,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4ag3t,EBIETLPCORE,Ended OK,0,0,0,6/21/2022 2:52,6/21/2022 2:56,220621,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_EMEA_TD1,49hlg,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220620,GBL ODF INC table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4i4w7,EBIETLPCORE,Ended OK,0,0,0,6/29/2022 2:53,6/29/2022 2:57,220629,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4pp9l,EBIETLPCORE,Ended OK,0,0,0,7/7/2022 2:34,7/7/2022 2:46,220707,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4qqjm,EBIETLPCORE,Ended OK,0,0,0,7/8/2022 2:41,7/8/2022 2:45,220708,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,4mvvi,EBIETLPCORE,Ended OK,0,0,0,7/4/2022 18:44,7/4/2022 18:46,220704,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPPARTY_SRA_DELL_ACCT_DIM_TD1,4jzng,EBIETLPPARTY,Ended OK,0,0,0,7/1/2022 4:06,7/1/2022 4:19,220701,Load Data into DELL_ACCT_DIM Table,EBIETLPPARTY,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4nu3a,EBIETLPCORE,Ended OK,0,0,0,7/5/2022 2:49,7/5/2022 2:53,220705,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4bepi,EBIETLPCORE,Ended OK,0,0,0,6/22/2022 2:38,6/22/2022 2:46,220622,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4sn9r,EBIETLPCORE,Ended OK,0,0,0,7/10/2022 3:30,7/10/2022 3:31,220710,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4os8q,EBIETLPCORE,Ended OK,0,0,0,7/6/2022 2:49,7/6/2022 2:59,220706,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4j3ai,EBIETLPCORE,Ended OK,0,0,0,6/30/2022 2:30,6/30/2022 2:47,220630,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,4h6bf,EBIETLPCORE,Ended OK,0,0,0,6/28/2022 2:38,6/28/2022 2:49,220628,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4ccnr,EBIETLPCORE,Ended OK,0,0,0,6/23/2022 2:56,6/23/2022 2:58,220623,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4kz4r,EBIETLPCORE,Ended OK,0,0,0,7/2/2022 3:53,7/2/2022 3:54,220702,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4g3uo,EBIETLPCORE,Ended OK,0,0,0,6/27/2022 2:40,6/27/2022 2:42,220627,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4e879,EBIETLPCORE,Ended OK,0,0,0,6/25/2022 2:06,6/25/2022 2:08,220625,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,46olk,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220617,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4lwyf,EBIETLPCORE,Ended OK,0,0,0,7/3/2022 6:24,7/3/2022 6:26,220703,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4f5uk,EBIETLPCORE,Ended OK,0,0,0,6/26/2022 2:30,6/26/2022 2:33,220626,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,47mms,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220618,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4rsi0,EBIETLPCORE,Ended OK,0,0,0,7/9/2022 3:30,7/9/2022 3:33,220709,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4d9rf,EBIETLPCORE,Ended OK,0,0,0,6/24/2022 2:52,6/24/2022 2:53,220624,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,45ql7,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220616,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,48k08,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220619,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4ag1m,EBIETLPCORE,Ended OK,0,0,0,6/21/2022 2:57,6/21/2022 2:58,220621,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_PKG_APJ_TD1,49hnt,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220620,GBL ODF PKG table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4i4u0,EBIETLPCORE,Ended OK,0,0,0,6/29/2022 2:58,6/29/2022 2:59,220629,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4pp9c,EBIETLPCORE,Ended OK,0,0,0,7/7/2022 2:59,7/7/2022 3:05,220707,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4qqhf,EBIETLPCORE,Ended OK,0,0,0,7/8/2022 2:46,7/8/2022 2:47,220708,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_APJ_TD1,4mvth,EBIETLPCORE,Ended OK,0,0,0,7/4/2022 11:24,7/4/2022 11:47,220704,GBL ODF INC table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4k1xq,EBIETLPCORE,Ended OK,0,0,0,7/1/2022 3:16,7/1/2022 3:20,220701,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4nu13,EBIETLPCORE,Ended OK,0,0,0,7/5/2022 2:54,7/5/2022 2:56,220705,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4bep6,EBIETLPCORE,Ended OK,0,0,0,6/22/2022 2:55,6/22/2022 2:57,220622,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4snbu,EBIETLPCORE,Ended OK,0,0,0,7/10/2022 3:08,7/10/2022 3:10,220710,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4os8e,EBIETLPCORE,Ended OK,0,0,0,7/6/2022 3:11,7/6/2022 3:16,220706,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4j3a6,EBIETLPCORE,Ended OK,0,0,0,6/30/2022 2:48,6/30/2022 2:53,220630,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_PKG_EMEA_TD1,4h6bc,EBIETLPCORE,Ended OK,0,0,0,6/28/2022 19:23,6/28/2022 19:24,220628,GBL ODF PKG table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4cclk,EBIETLPCORE,Ended OK,0,0,0,6/23/2022 3:00,6/23/2022 3:01,220623,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4kz6u,EBIETLPCORE,Ended OK,0,0,0,7/2/2022 3:31,7/2/2022 3:33,220702,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4g3sh,EBIETLPCORE,Ended OK,0,0,0,6/27/2022 2:44,6/27/2022 2:45,220627,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4e87a,EBIETLPCORE,Ended OK,0,0,0,6/25/2022 9:54,6/25/2022 9:56,220625,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,46oll,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220617,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4lwyg,EBIETLPCORE,Ended OK,0,0,0,7/3/2022 11:56,7/3/2022 11:57,220703,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4f5sd,EBIETLPCORE,Ended OK,0,0,0,6/26/2022 2:34,6/26/2022 2:35,220626,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,47mmt,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220618,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4rsi1,EBIETLPCORE,Ended OK,0,0,0,7/9/2022 10:20,7/9/2022 10:22,220709,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4d9ti,EBIETLPCORE,Ended OK,0,0,0,6/24/2022 2:24,6/24/2022 2:26,220624,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,45qj0,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220616,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,48k2b,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220619,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4ag3p,EBIETLPCORE,Ended OK,0,0,0,6/21/2022 2:32,6/21/2022 2:35,220621,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_PKG_EMEA_TD1,49hnu,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220620,GBL ODF PKG table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4i4w3,EBIETLPCORE,Ended OK,0,0,0,6/29/2022 2:32,6/29/2022 2:35,220629,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4pp75,EBIETLPCORE,Ended OK,0,0,0,7/7/2022 3:06,7/7/2022 3:08,220707,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4qqji,EBIETLPCORE,Ended OK,0,0,0,7/8/2022 2:18,7/8/2022 2:20,220708,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_EMEA_TD1,4mvti,EBIETLPCORE,Ended OK,0,0,0,7/4/2022 18:46,7/4/2022 18:54,220704,GBL ODF INC table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4k1vj,EBIETLPCORE,Ended OK,0,0,0,7/1/2022 3:21,7/1/2022 3:22,220701,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4nu36,EBIETLPCORE,Ended OK,0,0,0,7/5/2022 2:28,7/5/2022 2:31,220705,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4bemz,EBIETLPCORE,Ended OK,0,0,0,6/22/2022 2:58,6/22/2022 2:59,220622,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4snbv,EBIETLPCORE,Wait Condition,0,0,0,,,220710,GBL ODF Driver table load,EBIETLPCORE,7/10/2022 10:35,7/10/2022 10:38
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4os8a,EBIETLPCORE,Ended OK,0,0,0,7/6/2022 2:40,7/6/2022 2:45,220706,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,4j37z,EBIETLPCORE,Ended OK,0,0,0,6/30/2022 2:54,6/30/2022 2:55,220630,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,4h6b3,EBIETLPCORE,Ended OK,0,0,0,6/28/2022 2:50,6/28/2022 2:53,220628,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4ccnn,EBIETLPCORE,Ended OK,0,0,0,6/23/2022 2:29,6/23/2022 2:32,220623,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLS_PKG_APJ_FIN_TD1,4kz7g,EBIETLPCORE,Ended OK,0,0,0,7/2/2022 9:59,7/2/2022 10:02,220702,TO LOAD THE FINAL FACT TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4g3uk,EBIETLPCORE,Ended OK,0,0,0,6/27/2022 2:22,6/27/2022 2:24,220627,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,4e878,EBIETLPCORE,Ended OK,0,0,0,6/25/2022 19:08,6/25/2022 19:10,220625,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,46olj,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220617,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,4lwye,EBIETLPCORE,Ended OK,0,0,0,7/3/2022 18:39,7/3/2022 18:41,220703,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4f5ug,EBIETLPCORE,Ended OK,0,0,0,6/26/2022 1:52,6/26/2022 1:54,220626,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,47mmr,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220618,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,4rshz,EBIETLPCORE,Ended OK,0,0,0,7/9/2022 18:45,7/9/2022 18:47,220709,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4d9tj,EBIETLPCORE,Ended OK,0,0,0,6/24/2022 12:21,6/24/2022 12:23,220624,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,45ql3,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220616,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,48k2c,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220619,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4ag3q,EBIETLPCORE,Ended OK,0,0,0,6/21/2022 12:38,6/21/2022 12:40,220621,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPFIN_PKG_DUMMY_ORD_ADJS,49dkl,EBIETLPFIN,Ended OK,0,0,0,2.02E+13,2.02E+13,220620,This job will call the workflow wf_FIN_PKG_SO_DUMMY_ORD_ADJS_TD1 which will load the Dummy Order data from FIN_BASE.DMY_ORD_ADJ to DO package tables.,EBIETLPFIN,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4i4w4,EBIETLPCORE,Ended OK,0,0,0,6/29/2022 10:45,6/29/2022 10:47,220629,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4pp98,EBIETLPCORE,Ended OK,0,0,0,7/7/2022 2:37,7/7/2022 2:41,220707,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4qqjj,EBIETLPCORE,Ended OK,0,0,0,7/8/2022 12:44,7/8/2022 12:46,220708,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_PKG_APJ_TD1,4mvvv,EBIETLPCORE,Ended OK,0,0,0,7/4/2022 11:49,7/4/2022 11:52,220704,GBL ODF PKG table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4k1xm,EBIETLPCORE,Ended OK,0,0,0,7/1/2022 2:50,7/1/2022 2:52,220701,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_PKG_APJ_TD1,4nu3i,EBIETLPCORE,Ended OK,0,0,0,7/5/2022 11:02,7/5/2022 11:06,220705,GBL ODF PKG table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4bep2,EBIETLPCORE,Ended OK,0,0,0,6/22/2022 2:36,6/22/2022 2:38,220622,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_EMEA_TD1,4snbt,EBIETLPCORE,Wait Condition,0,0,0,,,220710,GBL ODF Driver table load,EBIETLPCORE,7/10/2022 19:01,7/10/2022 19:03
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4os8b,EBIETLPCORE,Ended OK,0,0,0,7/6/2022 10:46,7/6/2022 10:51,220706,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,4j3a2,EBIETLPCORE,Ended OK,0,0,0,6/30/2022 2:20,6/30/2022 2:22,220630,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLS_PKG_APJ_FIN_TD1,4h6bl,EBIETLPCORE,Ended OK,0,0,0,6/28/2022 11:48,6/28/2022 11:51,220628,TO LOAD THE FINAL FACT TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4ccno,EBIETLPCORE,Ended OK,0,0,0,6/23/2022 10:41,6/23/2022 10:46,220623,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4kz6v,EBIETLPCORE,Ended OK,0,0,0,7/2/2022 8:19,7/2/2022 8:21,220702,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4g3ul,EBIETLPCORE,Ended OK,0,0,0,6/27/2022 10:39,6/27/2022 10:45,220627,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_APJ_TD1,4e857,EBIETLPCORE,Ended OK,0,0,0,6/25/2022 9:56,6/25/2022 10:16,220625,GBL ODF INC table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_APJ_TD1,46oji,EBIETLPCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220617,GBL ODF INC table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_INC_APJ_TD1,4lwwd,EBIETLPCORE,Ended OK,0,0,0,7/3/2022 11:57,7/3/2022 12:10,220703,GBL ODF INC table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,4f5uh,EBIETLPCORE,Ended OK,0,0,0,6/26/2022 9:56,6/26/2022 9:57,220626,GBL ODF Driver table load,EBIETLPCORE,,
